"id","provider_name","street_address","city","county","state","zipcode","phone_number","service_type"
"172","TRANSITIONS OF WESTERN ILLINOIS","4409 Maine St","QUINCY","Adams","IL","62305","(217) 223-0413","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"173","INDIVIDUAL BEHAVIOR SUPPORT LLC","1107 W Deyoung St, Suite 70","Marion","Williamson","IL","62959","(314) 428-2328","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"174","SPARC","232 BRUNS LANE","SPRINGFIELD","Sangamon","IL","62702","(217) 793-2100","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"175","TASH INC","PO Box 338 - 1303 N 7th Street","MURPHYSBORO","Jackson","IL","62966","(618) 867-3881","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"176","GAODE, ERIC","Not Available","MORTON GROVE","Cook","IL","60076","(847) 890-1157","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"177","PROGRESSIVE BEHAVIOR SOLUTIONS","4109 FLORENCE WAY","GLENVIEW","Cook","IL","60025","(773) 780-1448","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"178","ARROWLEAF","PO BOX 759 125 NORTH MARKET","GOLCONDA","Pope","IL","62938","(618) 658-2611","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"179","COLEMAN TRI COUNTY SERVICES","PO BOX 869 - 22 Veterans Drive","HARRISBURG","Saline","IL","62946","(618) 252-0275","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"180","BUZELLI, CORTNEY","Not Available","HARVEY","Cook","IL","60426","(708) 473-6420","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"181","FAMILY ASSOCIATION PLUS","15746 VINE","HARVEY","Cook","IL","60426","(708) 473-6420","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"182","ASPIRE OF ILLINOIS","1815 SOUTH WOLF ROAD","Hillside","Cook","IL","60162","(708) 236-0979","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"183","STATE OF MIND MENTAL HEALTH AND COUNSELING SERVICES","17911 LOS ANGELES AVE","Homewood","Cook","IL","60430","(773) 807-2144","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"184","PATHWAY SERVICES UNLIMITED, INC.","1905 WEST MORTON AVE","JACKSONVILLE","Morgan","IL","62650","(217) 479-2300","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"185","EASTER SEALS JOLIET REGION INC","212 BARNEY DR","JOLIET","Will","IL","60435","(815) 725-2194","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"186","CORNERSTONE SERVICES","777 JOYCE RD","JOLIET","Will","IL","60435","(815) 727-6666","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"187","CENTER FOR DISABILITY SERVICES","311 S Reed Street","JOLIET","Will","IL","60436","(815) 744-3500","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"188","LIVESAY, JIMMIE R","Not Available","JONESBORO","Union","IL","62952","(618) 614-4265","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"189","LINCOLN SQUARE INC","202 S MAIN ST","JONESBORO","Union","IL","62952","(618) 833-2063","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"190","SHORE COMMUNITY SERVICES, INC","8350 LARAMIE AVE","SKOKIE","Cook","IL","60077","(847) 982-2030","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"191","ORCHARD VILLAGE","7660 Gross Point Road","SKOKIE","Cook","IL","60077","(847) 967-1800","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"192","MOMENTUM BEHAVIOR SERVICES LLC","1999 INDIANA AVE","LANSING","Cook","IL","60438","(708) 227-0793","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"193","ACE BEHAVIOR SOLUTIONS INC","13071 DUNMOOR DR","LEMONT","Will","IL","60439","(773) 592-2653","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"194","BEHAVIOR ANALYSIS CORPORATION","109 COUNTRY CLUB EST","SALEM","MARION","IL","62881","(314) 740-5639","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"195","ABA OF ILLINOIS, LLC","220 N LAFAYETTE ST","MACOMB","McDonough","IL","61455","(309) 837-5506","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"196","MOSAIC OF ILLINOIS","220 N LAFAYETTE ST","MACOMB","McDonough","IL","61455","(309) 837-5506","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"197","APEX PEDIATRIC THERAPY SVCS","4709 ABBEY LN","MATTESON","Cook","IL","60443","(708) 710-0640","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"198","JOSEPH REHABILITATION CENTER","21209 SHANNON AVENUE","MATTESON","Cook","IL","60433","(708) 720-3315","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"199","TRADE INDUSTRIES","1020 E. Randolph St P.O. Box 70,","MCLEANSBORO","Hamilton","IL","62859","(618) 643-4321","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"200","APPLIED BEHAVIORAL SERVICES LLC","10 A and K Dr.","METROPOLIS","Massac","IL","62960","(618) 524-8996","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"201","KRYPTON, INC","10 A and K Dr.","METROPOLIS","Massac","IL","62960","(618) 524-8996","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"202","Best Practices Behavior & Support","3708 Regal Ridge Circle","Rockford","Winnebago","IL","61114","(815) 871-9222","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"203","WARREN ACHIEVEMENT CENTER","1220 East 2nd Ave","MONMOUTH","Warren","IL","61642","(309) 734-3131","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"204","SPECIALIZED TRAINING FOR ADULT REHABILITATION","20 North 13st Street, P.O. BOX 938","MURPHYSBORO","Jackson","IL","62966","(618) 687-2378","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"205","RANGE OF MOTION INC","135 E. St. Charles Road, Ste G","Carol Stream","DuPage","IL","60188","(630) 871-8696","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"206","NU-CARE INC","19150 S KEDZIE AVE","Flossmoor","Cook","IL","60422","(708) 922-2111","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"207","CHICAGO LIGHTHOUSE FOR THE BLIND","1850 W ROOSEVELT RD","CHICAGO","Cook","IL","60608","(312) 666-1331","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"208","SPRINGHEALTH BEHAVIOR HEALTH OF IL, LLC","18440 Thompson Court Suite 104","Tinley Park,","Cook","IL","60477","(815) 464-3239","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"209","ILLINOIS MENTOR COMMUNITY SERVICES INC","18440 Thompson Court Suite 104","Tinley Park,","Cook","IL","60477","(815) 464-3239","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"210","ST COLETTA'S OF ILLINOIS","18350 CROSSING DR","TINLEY PARK","Cook","IL","60487","(708) 342-5200","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"211","RICKETTS, TANEA","Not Available","BROWNSTOWN","Fayette","IL","62418","(618) 339-1063","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"212","COMMUNITY SUPPORT SERVICES INC","9021 OGDEN AVE","BROOKFIELD","Cook","IL","60513","(708) 354-4547","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"213","CLEARBROOK","1835 WEST CENTRAL ROAD","ARLINGTON HEIGHTS","Cook","IL","60005","(847) 870-7711","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"214","COMMUNITY LINK INC","1665 N 4TH ST, PO BOX 157","BREESE","Clinton","IL","62230","(618) 526-8800","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"215","LITTLE FRIENDS, INC","27555 DIEHL","Warrenville","DuPage","IL","60555","(630) 355-6533","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"216","BLUE ISLAND CITIZENS FOR PERSONS WITH DEVELOPMENTAL DISABILITIES","2155 Broadway","BLUE ISLAND","Cook","IL","60406","(708) 389-6578","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"217","LEWIS, JENNIFER","Not Available","BLOOMINGDALE","DuPage","IL","60108","(630) 479-8936","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"218","Behavioral Perspective Inc.","245 W ROOSEVELT ROAD BUILDING 15, SUITE 103","WEST CHICAGO","Cook","IL","60185","(888) 308-3728","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"219","ASSOCIATION FOR INDIVIDUAL DEVELOPMENT","309 W New Indian Trail Court","AURORA","Kane","IL","60506","(630) 966-4000","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"220","STEINBERG BEHAVIOR SOLUTIONS","3109 W NORTH SHORE AVE","CHICAGO","Cook","IL","60645","(847) 676-5398","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"221","NELSON, SCOTT","6036 NORTH WINCHESTER","CHICAGO","Cook","IL","60660","(847) 626-4816","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"222","MISERICORDIA HOME","6300 N RIDGE","CHICAGO","Cook","IL","60660","(773) 973-6300","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"223","CONSULTING PROFESSIONALS INC","6300 N RIDGE","CHICAGO","Cook","IL","60660","(773) 973-6300","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"224","MAFTEI, NADIA CLAUDIA","Not Available","CHICAGO","Cook","IL","60659","(773) 558-7953","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"225","A PLUS AUTISM SOLUTIONS","1111 W 14th Place 330","CHICAGO","Cook","IL","60608","(773) 371-5691","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"226","WILLIAM M BEDELL ACHIEVEMENT","P O BOX 349 - 400 S Main","WOOD RIVER","Madison","IL","62095","(618) 251-2175","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"227","SEARCH DEVELOPMENTAL CENTER","1925 N CLYBOURN AVE STE 200","CHICAGO","Cook","IL","60614","(773) 305-5000","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"228","SALHA, LORI","Not Available","Schaumburg","DuPage","IL","60173","(708) 351-2676","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"229","LEEDA SERVICES OF ILLINOIS INC","7344 N. Western Avenue","CHICAGO","Cook","IL","60645","(773) 274-9760","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"230","ALEXIS LYBROOK TAUBERT PHD LTD","1001 N MILWAUKEE AVE #304","CHICAGO","Cook","IL","60622","(773) 248-5135","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"231","WINBUSH, KELLYE M","Not Available","CHICAGO","Cook","IL","60615","(404) 849-8248","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"232","ESPERANZA COMMUNITY SERVICES","520 N MARSHFIELD AVE","CHICAGO","Cook","IL","60622","(312) 243-6097","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"233","ENVISION UNLIMITED","8 S MICHIGAN AVE SUITE 1700","CHICAGO","Cook","IL","60603","(312) 346-6230","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"234","SAENZ, ABRAHAM","Not Available","CHICAGO","Cook","IL","60629","(312) 451-4814","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"235","R and J ENTERPRISES COUNTRY LIVING INC","221 EAST AVE","ANNA","Union","IL","62906","(618) 833-7418","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"236","TWEEDY, RICHARD","Not Available","ANNA","Union","IL","62906","(618) 697-2238","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"237","BEISNER, TIFFANY","Not Available","ANNA","union","IL","62906","(618) 528-0273","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"238","CHALLENGE UNLIMITED INC","4 EMMIE L KAUS LN","ALTON","Madison","IL","62002","(618) 465-0044","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"239","NEW STAR INC","1005 W END AVE","CHICAGO HEIGHTS","Cook","IL","60611","(708) 755-8030","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"240","HUMAN SUPPORT SERVICES","988 N. Illinois Route 3, PO BOX 146","WATERLOO","Monroe","IL","62298","(618) 939-4444","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"241","SOLID GROUND BEHAVIORAL SRVCS","11940 S SPRINGFIELD AVE","ALSIP","Cook","IL","60803","(708) 969-4109","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"242","SERTOMA CENTRE INC","4343 W 123RD ST","ALSIP","Cook","IL","60803","(708) 371-9700","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"243","HELPING HAND CENTER","9649 W 55TH ST","COUNTRYSIDE","Cook","IL","60525","(708) 352-3580","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"244","ALSTON, DANA","Not Available","VIENNA","Johnson","IL","62995","(618) 658-2005","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"245","UNITED CEREBRAL PALSY SEGUIN OF GREATER CHICAGO","3100 South Central Ave","CICERO","Cook","IL","60804","(708) 863-3803","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"246","BEHAVIORAL SERVICES OF S. IL","7 BLACKBERRY LN","CARBONDALE","Jackson","IL","62903","(618) 303-9282","Behavior Intervention and Treatment, Psychotherapy and Counseling Services"
"247","MAP TRAINING CENTER INC","504 E 7TH STREET","KARNAK","Pulaski","IL","62956","618-634 9401","Community Day Services"
"248","GENESIS DTC, LLC","350 SYCAMORE ROAD","GENOA","DeKalb","IL","60135","815-784-5146","Community Day Services"
"249","ARTS OF LIFE INC","2110 W Carroll Ave","CHICAGO","Cook","IL","60612","312-829 2787","Community Day Services"
"250","RIMLAND SERVICES NFP","1265 HARTREY AVE","EVANSTON","Cook","IL","60202","847-328 4090","Community Day Services"
"251","MARKLUND CHILDRENS HOME","1 S 450 WYATT DR","GENEVA","Kane","IL","60134","630-529 2018","Community Day Services"
"252","KANKAKEE COUNTY TRAINING CENTER","333 S. SCHUYLER AVE","BRADLEY","Kankakee","IL","60915","815-932 4022","Community Day Services"
"253","VILLAGE OF PROGRESS INC","710 S 13th St, P.O. Box 418","OREGON","Ogle","IL","61061","815-732 2126","Community Day Services"
"254","ILLINOIS VALLEY ECONOMIC DEVELOPMENT CORPORATION","PO BOX 88 223 S MACOUPIN ST","GILLESPIE","Macoupin","IL","62033","217-839 4431","Community Day Services"
"255","CHAMNESS CARE INC","PO BOX 1","JONESBORO","Union","","62952","618-833 4774","Community Day Services"
"256","SWANN SPECIAL CARE CENTER","109 Kenwood Rd","Champaign","Champaign","IL","61821","217-356-5164","Community Day Services"
"257","Encore Developmental Services","10840 Route 10 East PO BOX 616","CLINTON","DeWitt","IL","61727","217-935 2218","Community Day Services"
"258","ACTIVE DAY IN, INC","4011 Avenue of the Cities, Suite 102","Moline","Rock Island","IL","61265","309-797-0200","Community Day Services"
"259","NORTH CENTER FOR HANDICAPPED CHILDREN","5104 WEST BELMONT AVENUE","CHICAGO","Cook","IL","60641","312-777 4111","Community Day Services"
